id,host_name,host_response_time,host_is_superhost,neighbourhood,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,number_of_reviews,last_review,review_scores_rating
20745699,Jack,within an hour,t,Highland,Highland,80211,39.76521,-105.01295,House,Entire home/apt,11,2,4,4,,$199.00 ,46,4/19/19,98
20759470,Mary Beth,within an hour,f,Capitol Hill,Capitol Hill,80218,39.73595,-104.97639,Apartment,Entire home/apt,2,1,1,1,,$68.00 ,10,4/7/19,92
20760081,Tarl,within an hour,t,Highland,Highland,80211,39.76563,-105.01688,Guesthouse,Entire home/apt,4,1,2,3,,$110.00 ,41,4/23/19,99
20772970,Jon + Talene,within an hour,t,Ruby Hill,Ruby Hill,80219,39.69095,-105.0197,House,Entire home/apt,5,1,2,2,,$105.00 ,129,4/12/19,98
20773156,Amine,within a few hours,f,CBD,CBD,80202,39.74694,-104.99647,Condominium,Private room,2,1,1,1,,$120.00 ,2,1/31/19,100
20773269,Amine,within a few hours,f,CBD,CBD,80202,39.74704,-104.9973,Condominium,Private room,2,1,1,1,,$110.00 ,0,,
20775130,John,within a few hours,t,Five Points,Five Points,80205,39.7591,-104.98764,Loft,Entire home/apt,4,1,1,1,,$135.00 ,83,4/22/19,97
20786316,Matt & Liz,within an hour,t,Skyland,Skyland,80205,39.76069,-104.95858,House,Entire home/apt,9,2,3,4,,$180.00 ,36,4/21/19,99
20795861,Matthew,N/A,f,Baker,Baker,80223,39.72232,-104.99681,Townhouse,Entire home/apt,6,2.5,3,3,,$350.00 ,19,10/28/18,100
20798560,Ali,within an hour,t,Hampden South,Hampden South,80237,39.63764,-104.90098,Condominium,Private room,2,1,1,1,,$45.00 ,66,4/23/19,99
20800704,Mindy,within an hour,t,Country Club,Country Club,80218,39.72517,-104.97129,Guest suite,Entire home/apt,2,1,0,1,,$78.00 ,143,4/8/19,97
20801760,Jorgen,within a few hours,t,Five Points,Five Points,80205,39.75338,-104.98454,Townhouse,Entire home/apt,2,1.5,1,1,,$174.00 ,8,1/1/19,100
20802600,Casssandra,within an hour,t,Clayton,Clayton,80205,39.76401,-104.95754,Townhouse,Entire home/apt,4,1,2,2,,$100.00 ,58,4/23/19,99
20829286,Steph,within an hour,f,Ruby Hill,Ruby Hill,80223,39.69461,-105.00898,Guest suite,Entire home/apt,6,1,2,3,,$80.00 ,90,4/12/19,98
20830990,Cali,within an hour,t,Montbello,Montbello,80239,39.79372,-104.83357,House,Entire home/apt,8,1,2,5,,$96.00 ,96,4/15/19,95
20831334,Michael,within an hour,f,Berkeley,Berkeley,80211,39.77434,-105.02872,Bungalow,Entire home/apt,4,1,1,3,,$75.00 ,24,3/13/19,95
20831478,Josh,within a few hours,t,Rosedale,Rosedale,80210,39.67814,-104.97486,Bungalow,Entire home/apt,12,2,4,6,,$195.00 ,73,3/31/19,99
20831881,Mike & James,within an hour,t,Jefferson Park,Jefferson Park,80211,39.75368,-105.01925,Townhouse,Entire home/apt,4,1,1,2,,$99.00 ,13,4/10/19,95
20832486,Evolve,within an hour,f,City Park West,City Park West,80206,39.74529,-104.9602,Apartment,Entire home/apt,2,2,1,1,,$270.00 ,0,,
20832904,Alma,within an hour,t,Lincoln Park,Lincoln Park,80204,39.73114,-105.00333,Townhouse,Private room,2,1,1,1,,$108.00 ,65,3/3/19,99
20834003,Jake,within an hour,t,Clayton,Clayton,80205,39.76604,-104.95479,Bungalow,Entire home/apt,4,1,2,2,,$140.00 ,45,1/20/19,99
20836281,Tyler,N/A,f,Highland,Sunnyside,80211,39.76938,-105.00007,Townhouse,Entire home/apt,4,2,2,2,,$155.00 ,5,1/1/18,100
20841638,Scott,within an hour,f,LoDo,Union Station,80202,39.75001,-104.99678,Condominium,Entire home/apt,6,1,2,3,,$241.00 ,49,4/5/19,95
20845158,Christy,N/A,f,Mar Lee,Mar Lee,80219,39.69593,-105.04047,House,Private room,1,1,1,1,,$50.00 ,0,,
20849334,Jared,N/A,f,Washington Park West,Washington Park West,80209,39.70788,-104.98487,House,Entire home/apt,6,1,2,0,,$165.00 ,6,9/24/18,100
20850527,Stay Alfred,within an hour,f,Five Points,Five Points,80205,39.75637,-104.99046,Apartment,Entire home/apt,6,2,2,3,,"$1,004.00 ",2,12/23/18,80
20850529,Stay Alfred,within an hour,f,Five Points,Five Points,80205,39.75668,-104.99124,Apartment,Entire home/apt,6,2,2,3,,"$1,004.00 ",1,2/14/19,100
20858035,Sandy,N/A,t,North Park Hill,North Park Hill,80207,39.75369,-104.90878,Bungalow,Private room,1,1,1,1,,$40.00 ,9,10/29/18,100
20858680,Kathryn,within an hour,f,Washington Park West,Washington Park West,80209,39.69973,-104.98158,House,Entire home/apt,7,2.5,3,4,,$260.00 ,4,3/23/19,100
20861984,Nancy,within an hour,t,City Park,City Park,80206,39.74073,-104.94765,House,Entire home/apt,4,2,2,2,,$120.00 ,15,4/23/19,99
20863052,Jessica,within a day,f,Capitol Hill,Capitol Hill,80218,39.73813,-104.97458,Condominium,Entire home/apt,4,1,1,2,,$82.00 ,10,4/12/19,98
20873012,Sarah,within a day,f,Capitol Hill,Capitol Hill,80218,39.73976,-104.97642,Apartment,Entire home/apt,4,1,1,1,,$80.00 ,7,2/17/19,91
20882945,Kelci,within an hour,t,City Park West,City Park West,80218,39.74338,-104.9668,House,Entire home/apt,4,1,3,3,,$134.00 ,60,4/15/19,94
20886026,Shatta,within an hour,t,Clayton,Clayton,80205,39.76416,-104.95381,House,Entire home/apt,4,1,2,2,,$120.00 ,18,4/22/19,98
20900228,Will,N/A,f,City Park West,City Park West,80218,39.74309,-104.96986,Townhouse,Entire home/apt,8,2.5,3,4,,$240.00 ,13,12/31/18,100
20902989,Alma,within an hour,t,Lincoln Park,Lincoln Park,80204,39.73311,-105.00128,Townhouse,Private room,2,1,1,1,,$118.00 ,68,4/22/19,99
20903271,Zach,N/A,f,Ruby Hill,Ruby Hill,80223,39.68903,-105.00794,House,Entire home/apt,4,1,2,2,,$95.00 ,7,11/8/18,100
20904798,Salil,within an hour,t,Five Points,Five Points,80205,39.76322,-104.97623,Townhouse,Entire home/apt,10,2.5,3,5,,$250.00 ,55,4/21/19,98
20905031,Michael,within an hour,t,Highland,Highland,80211,39.76194,-105.00623,Apartment,Entire home/apt,4,1,1,2,,$106.00 ,61,4/25/19,97
20914531,Glen And Camille,within an hour,t,Five Points,Five Points,80205,39.75232,-104.97499,House,Entire home/apt,4,1,1,2,,$120.00 ,279,4/12/19,98
20917096,Ed And Alicia,within an hour,f,Gateway / Green Valley Ranch,Gateway - Green Valley Ranch,80249,39.79126,-104.74562,House,Entire home/apt,16,3.5,6,8,,$129.00 ,45,4/11/19,94
20917231,Katie,within an hour,f,Northeast Park Hill,Northeast Park Hill,80207,39.76263,-104.92702,Bungalow,Entire home/apt,4,1,2,2,,$150.00 ,9,10/29/18,100
20917414,Kevin + Lauren,within an hour,t,Congress Park,Congress Park,80206,39.73551,-104.95697,Apartment,Entire home/apt,4,1,1,1,,$105.00 ,78,4/21/19,94
20920175,Julie And Angelo,within an hour,t,Whittier,Whittier,80205,39.75905,-104.96044,Apartment,Entire home/apt,2,1,1,1,,$75.00 ,193,4/25/19,99
20920706,Jon Jax,within a few hours,t,Villa Park,Villa Park,80204,39.73424,-105.03207,Cottage,Entire home/apt,6,1,2,3,,$50.00 ,193,4/21/19,98
20932991,Gloria,within an hour,t,Lincoln Park,Lincoln Park,80204,39.73203,-105.00197,Townhouse,Entire home/apt,6,2.5,2,3,,$200.00 ,27,2/2/19,96
20933983,Daniel & Jess,within an hour,t,Five Points,Five Points,80205,39.76012,-104.98188,Townhouse,Entire home/apt,16,3.5,4,10,,$231.00 ,60,4/26/19,98
20935497,Samantha,within an hour,t,Sunnyside,Sunnyside,80211,39.77933,-105.02327,House,Entire home/apt,4,1,1,2,,$100.00 ,22,4/21/19,100
20944511,John,within an hour,t,Goldsmith,Goldsmith,80224,39.67486,-104.9072,Guest suite,Entire home/apt,4,1,2,1,,$79.00 ,47,4/24/19,98
20946029,Phillip,within an hour,f,University Hills,University Hills,80222,39.67774,-104.93809,Camper/RV,Entire home/apt,2,1,1,1,,$26.00 ,6,10/13/18,100
20949075,Zoe,a few days or more,f,Five Points,Five Points,80205,39.7617,-104.97664,Townhouse,Entire home/apt,2,1,1,1,,$98.00 ,7,3/13/19,100
20949319,Nick,within an hour,t,Speer,Speer,80203,39.72102,-104.98498,Apartment,Entire home/apt,4,1,1,3,,$120.00 ,128,4/24/19,100
20949492,Aliza,N/A,f,Cory - Merrill,Cory - Merrill,80210,39.69441,-104.95588,House,Private room,1,1,1,1,,$20.00 ,0,,
20949588,Aliza,N/A,f,Cory - Merrill,Cory - Merrill,,39.69296,-104.95803,House,Private room,2,1,1,1,,$60.00 ,0,,
20970431,Daniel,within an hour,t,Harvey Park,Harvey Park,80219,39.67438,-105.03447,House,Private room,2,1,1,1,,$50.00 ,43,4/7/19,99
20995111,Amanda & Franklin,within an hour,t,Highland,Highland,80211,39.76075,-105.01077,House,Entire home/apt,8,2.5,3,4,,$169.00 ,73,4/12/19,97
20996662,Cameron,within an hour,t,North Capitol Hill,North Capitol Hill,80218,39.74089,-104.97508,Apartment,Entire home/apt,2,1,0,1,,$79.00 ,104,4/26/19,98
20998214,Collette,within an hour,f,Speer,Speer,80209,39.71397,-104.98643,Apartment,Entire home/apt,2,1,0,1,,$109.00 ,13,4/5/19,98
21007311,Lorenzo,within an hour,t,Northeast Park Hill,Northeast Park Hill,80207,39.76537,-104.90665,Townhouse,Entire home/apt,5,1,2,2,,$85.00 ,137,4/25/19,98
21011356,Elena,within an hour,t,Sunnyside,Sunnyside,80211,39.77328,-105.01159,Townhouse,Entire home/apt,3,1,1,1,,$69.00 ,54,4/22/19,100
21013251,Germaine,within a few hours,f,Barnum,Barnum,80219,39.72129,-105.02675,House,Entire home/apt,5,1,2,3,,$77.00 ,10,9/2/18,93
21013413,Jourdan,within an hour,f,City Park West,City Park West,80206,39.74158,-104.96186,Apartment,Entire home/apt,2,1,1,1,,$89.00 ,61,3/30/19,89
21013551,Gregg,within an hour,t,Stapleton,Stapleton,80238,39.75666,-104.89694,Townhouse,Private room,2,1,1,1,,$45.00 ,55,4/18/19,99
21014260,Collette,within an hour,f,Speer,Speer,80209,39.71451,-104.98746,Apartment,Entire home/apt,2,1,0,1,,$130.00 ,35,4/11/19,95
21024898,Zachary,within an hour,t,Lincoln Park,Lincoln Park,80204,39.73368,-104.9944,Condominium,Entire home/apt,6,2,2,3,,$170.00 ,91,4/23/19,96
21025584,Kendra,within an hour,t,Highland,Highland,80211,39.7631,-105.01089,Townhouse,Entire home/apt,6,3,3,6,,$500.00 ,71,4/21/19,100
21027294,Ryan,within an hour,t,West Colfax,West Colfax,80204,39.73711,-105.04116,Townhouse,Entire home/apt,14,4,5,8,,$219.00 ,51,4/7/19,98
21027367,Stephanie,N/A,f,Sunnyside,Sunnyside,80211,39.77849,-105.00699,House,Entire home/apt,4,2,2,2,,$170.00 ,5,6/17/18,100
21027425,Ashley,within an hour,t,West Colfax,West Colfax,80204,39.74072,-105.0385,Bungalow,Entire home/apt,6,1,2,2,,$99.00 ,88,4/26/19,97
21028558,Michele And Czeslaw,within an hour,t,University Park,University Park,80210,39.6747,-104.94127,House,Entire home/apt,12,3.5,4,8,,$225.00 ,76,4/25/19,98
21029294,David,within an hour,t,Highland,Highland,80211,39.76046,-105.01327,Townhouse,Private room,2,1,1,1,,$69.00 ,64,4/10/19,99
21037776,Brian,within an hour,t,Mar Lee,Mar Lee,80219,39.68735,-105.04997,House,Private room,2,1,1,1,,$65.00 ,56,4/14/19,100
21038125,Debra,N/A,f,Indian Creek,Indian Creek,80231,39.69226,-104.89748,Townhouse,Private room,1,1,1,2,,$40.00 ,2,7/26/18,100
21042069,Todd,within an hour,f,North Capitol Hill,North Capitol Hill,80205,39.74676,-104.98176,Apartment,Entire home/apt,4,1,1,2,,$275.00 ,80,2/17/19,98
21042587,Matt,within an hour,t,Baker,Baker,80223,39.72038,-104.99457,House,Entire home/apt,10,2,3,5,,$180.00 ,108,4/12/19,99
21043300,David,within an hour,t,West Highland,West Highland,80212,39.7626,-105.04066,House,Entire home/apt,8,2,3,4,,$199.00 ,109,3/17/19,96
21044084,Benita,a few days or more,t,Hampden South,Hampden South,80237,39.63789,-104.88732,Guest suite,Private room,2,1,1,2,,$45.00 ,23,1/16/19,98
21054598,Tom,within an hour,t,Congress Park,Congress Park,80206,39.73734,-104.94548,Apartment,Entire home/apt,4,1,2,3,,$100.00 ,64,4/21/19,99
21069616,Vince,within an hour,t,LoDo,Union Station,80202,39.75737,-105.00113,Apartment,Entire home/apt,6,2,2,3,,$199.00 ,144,4/22/19,97
21075672,Heather,within a few hours,f,University Hills,University Hills,80222,39.65743,-104.92557,House,Entire home/apt,4,1,2,2,,$80.00 ,8,10/13/18,100
21076913,Drew,within an hour,t,Ruby Hill,Ruby Hill,80219,39.69037,-105.01889,House,Entire home/apt,4,1,1,2,,$99.00 ,0,,
21078238,Angie,within an hour,t,Washington Park West,Washington Park West,80203,39.70758,-104.98745,Apartment,Entire home/apt,2,1,1,1,,$99.00 ,49,4/12/19,93
21080559,Brad,within an hour,t,Platt Park,Platt Park,80210,39.6902,-104.97505,Guest suite,Entire home/apt,4,1,1,2,,$71.00 ,256,4/26/19,98
21091454,Eric,within an hour,f,North Park Hill,North Park Hill,80207,39.7513,-104.93917,House,Entire home/apt,14,3.5,5,5,,$369.00 ,9,4/21/19,91
21093365,Lexi,within an hour,t,Highland,Highland,80211,39.76502,-105.01318,House,Entire home/apt,6,1,2,3,,$125.00 ,117,4/22/19,98
21094528,Amanda,N/A,f,Speer,Speer,80218,39.72427,-104.97708,House,Entire home/apt,4,1.5,2,3,,$100.00 ,23,10/19/18,95
21095263,Niki,within an hour,t,Clayton,Clayton,80205,39.76964,-104.94883,House,Entire home/apt,4,1,1,2,,$119.00 ,76,2/13/19,97
21097394,Sue And Joe,within an hour,t,Whittier,Whittier,80205,39.75281,-104.96312,House,Entire home/apt,7,1,2,3,,$249.00 ,16,4/14/19,100
21107436,Jourdan,within an hour,f,City Park West,City Park West,80206,39.74143,-104.9607,Apartment,Entire home/apt,5,1,1,3,,$119.00 ,114,4/11/19,96
21110108,Ray,within an hour,f,Speer,Speer,80209,39.71303,-104.98268,Apartment,Entire home/apt,4,1,1,2,,$119.00 ,14,2/7/19,91
21112509,Rebekah.,within an hour,t,Capitol Hill,Capitol Hill,80218,39.73692,-104.97508,Condominium,Private room,2,1,1,1,,$55.00 ,34,4/20/19,96
21120569,Lorissa,within an hour,t,Baker,Baker,80223,39.71993,-104.997,Guest suite,Private room,2,1,1,1,,$57.00 ,79,4/22/19,98
21125445,David,within an hour,t,LoDo,Union Station,80202,39.75263,-104.99499,Apartment,Entire home/apt,10,2,2,5,,$249.00 ,149,4/24/19,98
21126734,Jacob,within an hour,t,Berkeley,Berkeley,80212,39.77092,-105.04734,House,Entire home/apt,6,2.5,2,3,,$149.00 ,69,4/21/19,96
21135878,Duane And Scott,within an hour,t,Virginia Village,Virginia Village,80222,39.67978,-104.93495,Townhouse,Entire home/apt,6,3,3,3,,$110.00 ,62,3/30/19,100
21137659,Sara,within an hour,t,Highland,Highland,80211,39.7591,-105.00855,Townhouse,Private room,2,2.5,1,1,,$110.00 ,89,4/18/19,99
21138541,Evolve,within an hour,f,North Park Hill,South Park Hill,80207,39.74881,-104.91574,Apartment,Entire home/apt,2,1,1,2,,$261.00 ,0,,
21138594,Liz,within an hour,t,Athmar Park,Athmar Park,80223,39.69815,-105.0022,Guest suite,Entire home/apt,3,1,1,1,,$52.00 ,23,4/21/19,97
21139434,Michael,within an hour,t,Cheesman Park,Cheesman Park,80206,39.73796,-104.96131,House,Entire home/apt,6,1,2,3,,$225.00 ,45,4/21/19,100
21140507,Shawna,within an hour,f,Hampden South,Hampden South,80237,39.63672,-104.89947,Apartment,Entire home/apt,4,1,1,2,,$100.00 ,5,10/31/18,100
21141338,Natalie,within an hour,f,Jefferson Park,Jefferson Park,80211,39.74964,-105.01978,House,Entire home/apt,8,2,3,4,,$160.00 ,62,3/13/19,91
21141369,Brad,within an hour,t,West Highland,West Highland,80211,39.75886,-105.02539,Apartment,Entire home/apt,4,1,1,2,,$120.00 ,71,4/23/19,99
21150031,Chris,within an hour,t,Hampden South,Hampden South,80237,39.62761,-104.89449,Condominium,Entire home/apt,4,1,1,2,,$69.00 ,25,4/14/19,95
21151336,Hanna,within an hour,t,Cheesman Park,Cheesman Park,80206,39.73798,-104.96072,Apartment,Entire home/apt,3,1,0,2,,$82.00 ,133,4/21/19,99
21154162,Kevin,within an hour,t,Five Points,Five Points,80205,39.76262,-104.97983,House,Entire home/apt,5,1,2,3,,$130.00 ,47,4/24/19,98
21159516,Claudia,within a few hours,t,Five Points,Five Points,80205,39.75197,-104.98088,Townhouse,Entire home/apt,6,3.5,3,3,,$200.00 ,12,10/29/18,100
21165225,Aweke,within an hour,f,Gateway / Green Valley Ranch,Gateway - Green Valley Ranch,80249,39.78403,-104.7485,House,Entire home/apt,6,1,3,3,,$109.00 ,24,3/17/19,93
21173565,Tommy,within a few hours,t,Stapleton,Stapleton,80239,39.79186,-104.88061,Guest suite,Entire home/apt,2,1,1,1,,$105.00 ,51,12/12/18,99
21176137,Nicole,within an hour,t,Cheesman Park,Cheesman Park,80206,39.73814,-104.96206,Condominium,Private room,2,1,1,1,,$80.00 ,0,,
21177615,Michael,within an hour,t,Highland,Highland,80211,39.76126,-105.00587,Apartment,Entire home/apt,4,1,1,2,,$99.00 ,59,4/21/19,98
21177846,Stephanie,within an hour,t,Whittier,Whittier,80205,39.75839,-104.9706,Guesthouse,Entire home/apt,4,1,0,2,,$150.00 ,41,4/11/19,100
21177882,Katrina,within an hour,t,Baker,Baker,80204,39.725,-104.99269,Townhouse,Entire home/apt,4,1,2,2,,$100.00 ,26,4/12/19,97
21182492,Grant,within an hour,f,Cheesman Park,Cheesman Park,80206,39.73583,-104.96272,Apartment,Entire home/apt,4,1,1,2,,$85.00 ,96,3/25/19,88
21183938,Grant,within an hour,f,Cheesman Park,Cheesman Park,80206,39.73606,-104.96284,Apartment,Entire home/apt,4,1,0,3,,$49.00 ,128,4/21/19,92
21185052,Leslie,within an hour,t,Washington Park West,Washington Park West,80209,39.70787,-104.98072,Bungalow,Entire home/apt,8,2,3,4,,$150.00 ,18,4/21/19,96
21188651,Jay,within an hour,t,East Colfax,East Colfax,80207,39.74794,-104.89992,House,Entire home/apt,6,2,3,3,,$175.00 ,19,12/27/18,99
21189932,Cassandra (Sam),within an hour,t,Cole,Cole,80205,39.76972,-104.96924,Loft,Entire home/apt,4,1,1,1,,$106.00 ,138,4/12/19,99
21190064,Rachel,within an hour,f,Northeast Park Hill,Northeast Park Hill,80207,39.76554,-104.93306,House,Private room,2,2,1,1,,$40.00 ,122,4/11/19,96
21190178,Chris,N/A,f,Highland,Highland,80211,39.76256,-105.01402,Townhouse,Private room,2,2.5,1,1,,$128.00 ,4,11/16/17,100
21190815,Emily,within a few hours,f,Belcaro,Belcaro,80209,39.7116,-104.95167,Condominium,Entire home/apt,4,2,2,2,,$131.00 ,1,2/28/18,100
21200641,Kayla,N/A,t,Platt Park,Platt Park,80210,39.6957,-104.98433,House,Private room,4,1,1,2,,$74.00 ,24,9/23/18,100
21204116,Joaquin,within a few hours,f,Rosedale,Rosedale,80210,39.67303,-104.9759,House,Entire home/apt,4,1,2,2,,$100.00 ,0,,
21205774,Jacob,within an hour,t,Berkeley,Berkeley,80212,39.76994,-105.04696,House,Entire home/apt,4,1,1,2,,$109.00 ,15,4/22/19,100
21206018,Sarah,N/A,f,University Park,University Park,80210,39.67628,-104.95828,Condominium,Entire home/apt,5,2,2,2,,$110.00 ,10,11/11/17,100
21216507,John,within a day,f,CBD,CBD,80202,39.7451,-104.99502,Other,Private room,2,1,1,1,,$80.00 ,0,,
21228203,DaNelle,within an hour,t,Ruby Hill,Ruby Hill,80219,39.6945,-105.02146,House,Private room,2,1,1,1,,$60.00 ,96,4/21/19,100
21230102,Mark,N/A,f,University,University,80210,39.66607,-104.97251,House,Entire home/apt,4,2,3,3,,$85.00 ,0,,
21230521,Jill,N/A,f,University Hills,University Hills,80222,39.66655,-104.92955,House,Private room,2,1,1,1,,$50.00 ,4,12/9/17,100
21234034,Lauren,N/A,f,Five Points,Five Points,80205,39.75938,-104.97713,House,Entire home/apt,3,1,1,2,,$140.00 ,15,9/9/18,87
21240412,Patricia,within an hour,t,Platt Park,Platt Park,80210,39.68211,-104.97972,Townhouse,Private room,4,1,1,3,,$100.00 ,17,3/16/19,100
21241714,Luis,within an hour,f,Ruby Hill,Ruby Hill,80219,39.68463,-105.02386,Townhouse,Private room,2,1.5,1,1,,$32.00 ,25,4/1/19,94
21241720,Sergej,within an hour,f,Chaffee Park,Chaffee Park,80221,39.78585,-105.00941,House,Entire home/apt,8,1,3,4,,$102.00 ,103,4/5/19,96
21241977,Luis,within an hour,f,Ruby Hill,Ruby Hill,80219,39.68582,-105.0237,Townhouse,Private room,2,1.5,1,1,,$35.00 ,22,1/3/19,87
21242663,Sabrina And Gary,within an hour,t,Speer,Speer,80209,39.7136,-104.97707,Guest suite,Entire home/apt,2,1,2,2,,$59.00 ,31,4/15/19,97
21242678,Niya And Grant,within an hour,t,West Highland,West Highland,80212,39.76189,-105.03904,House,Entire home/apt,5,1,3,3,,$199.00 ,39,4/12/19,99
21244362,Marysola,within an hour,t,Cheesman Park,Cheesman Park,80218,39.73569,-104.97235,Condominium,Entire home/apt,4,1,1,1,,$110.00 ,74,4/12/19,99
21244753,Monica,within an hour,f,Baker,Baker,80223,39.72404,-104.99549,House,Entire home/apt,8,2,3,3,,$125.00 ,53,4/20/19,94
21255928,Nathan,within a day,t,Stapleton,Stapleton,80238,39.76836,-104.89231,Townhouse,Entire home/apt,3,1.5,2,2,,$175.00 ,21,4/20/19,97
21264389,Wajdi,within an hour,f,Virginia Village,Virginia Village,80222,39.6808,-104.92669,Apartment,Private room,2,1,1,1,,$37.00 ,40,4/8/19,94
21276990,Gregg,N/A,f,Stapleton,Stapleton,80238,39.74924,-104.89261,House,Entire home/apt,6,2.5,3,3,,$125.00 ,1,11/15/18,
21280092,Kirk,within an hour,t,Jefferson Park,Jefferson Park,80211,39.74985,-105.02012,Townhouse,Entire home/apt,3,3,3,3,,$150.00 ,13,4/19/19,100
21281342,Nick,within an hour,t,Speer,Speer,80203,39.72082,-104.98639,Townhouse,Entire home/apt,6,2,3,3,,$249.00 ,0,,
21281527,Stephen,within an hour,t,Five Points,Five Points,80205,39.75507,-104.98485,Loft,Private room,2,1,1,1,,$75.00 ,81,4/21/19,96
21281617,Jeffrey,within an hour,f,Cherry Creek,Cherry Creek,80209,39.71309,-104.94102,Loft,Entire home/apt,2,1,1,1,,$65.00 ,6,3/9/19,97
21292890,Andrea,within an hour,t,Berkeley,Berkeley,80212,39.78163,-105.04324,House,Entire home/apt,6,1,0,1,,$70.00 ,83,4/16/19,99
21297522,Jose A,within an hour,t,Whittier,Whittier,80205,39.75183,-104.96182,House,Entire home/apt,9,2,3,5,,$155.00 ,108,4/22/19,97
21307722,Dakota,within an hour,t,Highland,Highland,80211,39.76512,-105.0211,House,Entire home/apt,6,2,3,3,,$175.00 ,37,4/22/19,99
21311990,Rachael,within an hour,t,Sunnyside,Sunnyside,80211,39.77059,-105.00887,House,Private room,2,1.5,1,1,,$92.00 ,34,2/2/19,99
21321438,Angel,within an hour,t,Stapleton,Stapleton,80238,39.75866,-104.86489,Townhouse,Entire home/apt,2,1.5,1,1,,$94.00 ,103,3/31/19,99
21328844,Jason,within an hour,t,West Highland,West Highland,80211,39.76872,-105.03284,House,Entire home/apt,3,1,1,1,,$70.00 ,37,4/25/19,99
21340898,Evolve,within a day,f,North Park Hill,South Park Hill,80207,39.74741,-104.91571,Apartment,Entire home/apt,2,1,1,1,,$98.00 ,0,,
21343580,Zana,within an hour,t,University,University,80210,39.68228,-104.97097,Guest suite,Entire home/apt,6,1,2,3,,$120.00 ,89,4/18/19,98
21355645,Hugh,within an hour,f,Stapleton,Stapleton,80238,39.75852,-104.89536,Townhouse,Private room,2,1,1,1,,$31.00 ,93,3/22/19,88
21368214,Yulis W.,N/A,f,Jefferson Park,Jefferson Park,80211,39.75129,-105.02331,Townhouse,Entire home/apt,6,2.5,2,4,,$300.00 ,78,2/24/19,99
21368746,Aneissa,within an hour,f,Five Points,Five Points,80205,39.75259,-104.98212,Apartment,Entire home/apt,4,1,0,2,,$80.00 ,105,4/7/19,90
21376277,Caroline,within an hour,f,West Colfax,West Colfax,80204,39.74051,-105.03752,Townhouse,Entire home/apt,4,1,2,1,,$38.00 ,44,6/25/18,95
21377389,Tommy,N/A,f,North Park Hill,North Park Hill,80207,39.75284,-104.92589,House,Entire home/apt,7,2,3,5,,$149.00 ,12,1/3/18,100
21380975,Brody,within an hour,t,Sunnyside,Sunnyside,80211,39.77508,-105.00695,Townhouse,Entire home/apt,8,2.5,2,3,,$225.00 ,64,4/26/19,98
21381618,Scott,N/A,f,West Colfax,West Colfax,80204,39.74226,-105.0424,Apartment,Private room,2,1,1,1,,$40.00 ,0,,
21382434,Eric And Joan,within an hour,t,Lincoln Park,Lincoln Park,80204,39.73031,-105.00266,House,Private room,1,1,1,1,,$75.00 ,30,4/12/19,99
21409655,Diana,within an hour,t,Ruby Hill,Ruby Hill,80219,39.68715,-105.02098,House,Private room,3,1,1,1,,$50.00 ,80,4/14/19,98
21412147,Luke,within an hour,t,Mar Lee,Mar Lee,80219,39.68647,-105.0313,Guest suite,Entire home/apt,4,1,2,2,,$75.00 ,62,4/16/19,96
21414301,Eleanor,N/A,f,Northeast Park Hill,Northeast Park Hill,80207,39.76228,-104.92728,House,Entire home/apt,5,1,2,2,,$109.00 ,2,1/15/18,100
21422875,Michelle,within an hour,f,Skyland,Skyland,80205,39.7564,-104.95479,House,Entire home/apt,8,1,1,2,,$89.00 ,76,4/14/19,90
21425753,Evolve,within an hour,f,Overland,Overland,80223,39.67706,-104.9897,House,Entire home/apt,6,2,3,6,,$370.00 ,0,,
21428268,Patricia,within an hour,t,Platt Park,Platt Park,80210,39.68226,-104.98193,Townhouse,Private room,6,2,2,4,,$55.00 ,16,3/29/19,100
21428295,Aimee,within an hour,t,Baker,Baker,80223,39.71975,-104.99347,House,Entire home/apt,5,1,2,2,,$119.00 ,39,4/21/19,96
21435378,Matt,within an hour,t,Cole,Cole,80205,39.77059,-104.96747,Bungalow,Entire home/apt,6,2,2,3,,$118.00 ,57,4/21/19,99
21435385,Anne,within an hour,t,Highland,Highland,80211,39.76834,-105.0103,Townhouse,Entire home/apt,4,1,1,2,,$140.00 ,42,4/11/19,99
21446633,Ivan,N/A,f,Goldsmith,Goldsmith,80222,39.67633,-104.928,Apartment,Entire home/apt,2,1,1,1,,$45.00 ,13,2/19/18,98
21447130,Molly,within an hour,f,Washington Park West,Washington Park,80209,39.70955,-104.97336,Bungalow,Entire home/apt,4,1,1,1,,$110.00 ,40,4/10/19,93
21454930,Christina,within an hour,t,Capitol Hill,Capitol Hill,80203,39.73639,-104.98182,Apartment,Entire home/apt,3,1,1,1,,$71.00 ,171,4/7/19,96
21459943,Maggie,within an hour,t,Highland,Highland,80211,39.76907,-105.01981,House,Entire home/apt,2,1,1,1,,$56.00 ,4,4/15/19,100
21460005,Rachael & Jason,within an hour,t,Speer,Speer,80203,39.72712,-104.9779,Apartment,Private room,2,1,1,1,,$75.00 ,46,4/21/19,99
21463028,Claudia & Jeremy,within an hour,t,Cole,Cole,80205,39.76459,-104.96062,House,Entire home/apt,10,3,4,6,,$188.00 ,74,4/14/19,99
