id,host_name,host_response_time,host_is_superhost,neighbourhood,neighbourhood_cleansed,zipcode,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,square_feet,price,number_of_reviews,last_review,review_scores_rating
177,Joe,within an hour,t,Virginia Village,Virginia Village,80246,39.69585,-104.92582,Guesthouse,Entire home/apt,2,1,1,1,,$56.00 ,39,3/24/19,94
360,Jennifer & Giovanni,within an hour,t,Highland,Highland,80211,39.76703,-105.00256,Guesthouse,Entire home/apt,5,1,2,2,,$140.00 ,48,3/29/19,100
590,Jill,within an hour,t,North Park Hill,North Park Hill,80207,39.75361,-104.91237,House,Private room,3,1,1,1,,$61.00 ,565,3/27/19,97
592,Jill,within an hour,t,North Park Hill,North Park Hill,80207,39.75438,-104.91156,House,Private room,2,1,1,1,,$42.00 ,147,3/22/19,97
686,Alexandra,within an hour,f,North Capitol Hill,North Capitol Hill,80203,39.74503,-104.97756,House,Private room,2,2,1,1,,$70.00 ,236,4/16/19,95
1940,Joanne,within an hour,t,Baker,Baker,80223,39.71981,-104.99649,Guesthouse,Entire home/apt,2,1,0,1,,$95.00 ,34,4/22/19,99
2086,Katy,N/A,f,Hale,Hale,80220,39.73996,-104.93173,Apartment,Entire home/apt,2,1,1,1,,$76.00 ,12,10/21/18,96
21745,Alexandra,within an hour,f,North Capitol Hill,North Capitol Hill,80203,39.74513,-104.97903,Bed and breakfast,Private room,3,2,1,2,,$65.00 ,226,11/21/18,94
31503,Rick,within an hour,t,West Highland,West Highland,80211,39.76216,-105.02866,Guest suite,Entire home/apt,2,1,1,1,,$110.00 ,55,3/18/19,97
39405,Jennifer & Giovanni,within an hour,t,Highland,Highland,80211,39.76588,-105.00545,Cottage,Entire home/apt,2,1,1,2,300,$111.00 ,549,4/12/19,98
56185,Kate,within a few hours,f,North Park Hill,North Park Hill,80207,39.75322,-104.93335,House,Entire home/apt,8,3,4,4,2000,$300.00 ,64,9/2/18,98
59631,Julie,within an hour,t,Five Points,Five Points,80205,39.74947,-104.97611,Townhouse,Entire home/apt,4,2.5,2,2,,$179.00 ,139,9/3/18,96
74125,Joe,within a few hours,t,Capitol Hill,Capitol Hill,80203,39.73276,-104.98035,Apartment,Entire home/apt,3,1,1,2,1000,$120.00 ,100,4/12/19,94
81540,Jess,within an hour,t,Overland,Overland,80110,39.66787,-104.98969,Guesthouse,Entire home/apt,2,1,1,1,,$75.00 ,147,3/30/19,98
98008,James,within a day,t,Five Points,Five Points,80218,39.74927,-104.97482,House,Private room,2,1,1,1,,$70.00 ,203,2/28/19,99
98014,James,within a day,t,Five Points,Five Points,80205,39.74865,-104.97522,House,Private room,1,,1,1,,$60.00 ,199,3/31/19,98
142683,Nancy,within an hour,t,City Park,City Park,80206,39.74145,-104.94845,House,Entire home/apt,4,1.5,2,2,,$125.00 ,276,4/24/19,94
172196,Michael,within a few hours,f,Washington Park,Washington Park,80209,39.69688,-104.96232,House,Entire home/apt,10,4,5,8,,$411.00 ,24,4/21/19,99
177942,Tyler,within an hour,t,LoDo,Union Station,80202,39.7548,-105.00517,Loft,Entire home/apt,2,1,1,1,,$195.00 ,150,4/23/19,99
184529,Lonna,within a few hours,f,West Highland,West Highland,80212,39.76716,-105.0435,Guest suite,Private room,1,1,1,1,,$35.00 ,6,1/3/16,97
192430,Kate,within a day,f,South Park Hill,South Park Hill,80220,39.7416,-104.93613,Condominium,Private room,1,1,1,1,,$32.00 ,114,1/25/19,94
217996,William,N/A,f,Highland,Highland,80211,39.75706,-105.01022,Condominium,Private room,4,1.5,1,2,900,$66.00 ,11,8/6/17,100
236207,Dave,N/A,f,LoDo,Union Station,80202,39.75475,-105.00533,Loft,Entire home/apt,4,1.5,2,2,,$235.00 ,58,9/14/18,99
283162,Lee,within a few hours,f,LoDo,Union Station,80202,39.75035,-104.99624,Apartment,Entire home/apt,4,,2,3,,$300.00 ,1,7/3/18,80
286732,Ellen,within an hour,t,Five Points,Five Points,80205,39.75289,-104.982,House,Private room,2,1,1,1,1,$70.00 ,151,4/20/19,96
364585,Nicholas,within a few hours,f,Washington Park West,Washington Park West,80209,39.69859,-104.9813,Townhouse,Entire home/apt,7,2.5,3,3,,$250.00 ,129,2/21/19,96
370209,Maura,within a day,t,Baker,Baker,80223,39.71816,-104.9962,Townhouse,Private room,4,1,1,2,,$70.00 ,61,2/28/19,99
440769,Jimbo,within an hour,t,Clayton,Clayton,80205,39.7667,-104.95498,Bungalow,Private room,2,1,1,1,,$40.00 ,570,4/24/19,97
477016,Tricia,within an hour,t,City Park West,City Park West,80218,39.7413,-104.96934,House,Private room,2,1,1,2,,$55.00 ,287,4/21/19,97
521072,Matthew,within a few hours,f,City Park West,City Park West,80218,39.74428,-104.96285,Apartment,Entire home/apt,2,1,1,1,,$53.00 ,199,4/2/19,96
548897,Heather,within a few hours,t,City Park,City Park,80206,39.74065,-104.95846,House,Private room,2,1,1,1,,$60.00 ,146,2/7/19,95
582493,Charles,within a day,f,LoDo,Union Station,80202,39.74844,-105.0009,Apartment,Entire home/apt,2,1,1,1,,$159.00 ,270,7/27/18,95
604803,Jennifer & Giovanni,within an hour,t,Highland,Highland,80211,39.76606,-105.00506,Cottage,Entire home/apt,4,1,1,2,,$120.00 ,166,4/8/19,96
627673,Renee And Linda,within an hour,t,Five Points,Five Points,80205,39.76069,-104.97421,House,Entire home/apt,2,1,2,2,,$111.00 ,120,4/21/19,99
629194,Juan,within an hour,t,Berkeley,Berkeley,80211,39.77068,-105.03456,Guesthouse,Entire home/apt,2,1,0,1,,$85.00 ,240,4/20/19,97
632709,Valerie,within an hour,f,Highland,Highland,80211,39.76659,-105.00957,Townhouse,Entire home/apt,5,2,2,2,,$129.00 ,118,4/10/19,98
662431,Tim,within an hour,t,Washington Park,Washington Park,80209,39.70418,-104.96721,Guest suite,Entire home/apt,2,1,0,1,900,$109.00 ,201,4/18/19,98
665622,Becky,within an hour,f,Highland,Highland,80211,39.76091,-105.01205,Apartment,Entire home/apt,6,1,2,3,,$120.00 ,757,4/24/19,95
676825,Krista,within an hour,t,Stapleton,Stapleton,80238,39.75663,-104.88423,House,Entire home/apt,6,2.5,3,3,,$199.00 ,122,1/2/19,99
678602,Leigh,within an hour,t,Jefferson Park,Jefferson Park,80211,39.75146,-105.02246,House,Entire home/apt,3,1,2,2,,$112.00 ,144,4/21/19,98
732845,John,within an hour,t,Five Points,Five Points,80205,39.75916,-104.98068,House,Entire home/apt,10,2.5,3,6,,$299.00 ,77,3/15/19,99
746298,Mary,within a few hours,t,Lowry Field,Lowry Field,80230,39.72345,-104.89731,Townhouse,Private room,2,1,1,1,,$55.00 ,66,1/14/19,99
747085,Krista,within an hour,f,Highland,Highland,80211,39.76821,-105.00076,House,Entire home/apt,6,2,3,4,,$199.00 ,69,1/3/19,98
747158,Mary,within a few hours,t,Lowry Field,Lowry Field,80230,39.7252,-104.89754,House,Entire home/apt,4,2.5,2,2,,$140.00 ,21,5/20/17,98
756594,Ling & Chris,within an hour,t,South Park Hill,South Park Hill,80220,39.74156,-104.91633,Guest suite,Entire home/apt,4,1,2,2,850,$78.00 ,230,4/7/19,98
758684,Kathy,within a day,f,West Highland,West Highland,80212,39.76652,-105.04398,Townhouse,Private room,1,3.5,4,3,,$28.00 ,2,12/29/14,100
760023,Jill,within a few hours,t,City Park West,City Park West,80205,39.74979,-104.96447,House,Private room,2,1,1,1,,$65.00 ,190,4/15/19,98
769437,Simone,within a few hours,t,Baker,Baker,80223,39.71661,-104.99618,House,Private room,2,1,1,1,,$75.00 ,72,12/15/18,99
774712,Jeanne,within a few hours,f,City Park West,City Park West,80218,39.74128,-104.96761,Apartment,Entire home/apt,2,1,1,1,,$68.00 ,30,12/24/18,97
774813,Jimbo,within an hour,t,Clayton,Clayton,80205,39.76546,-104.95422,Bungalow,Private room,2,1,1,1,,$45.00 ,519,4/19/19,98
776434,Steve,within an hour,t,Platt Park,Platt Park,80210,39.68389,-104.98076,House,Entire home/apt,6,3,3,3,,$220.00 ,70,12/29/18,98
785140,Shawn,within an hour,t,Sunnyside,Sunnyside,80211,39.77989,-105.01581,House,Entire home/apt,3,1,2,2,,$57.00 ,31,11/29/18,97
787456,Pamela,within an hour,t,Congress Park,Congress Park,80206,39.73433,-104.95666,House,Private room,2,1,1,1,,$74.00 ,312,4/7/19,99
823343,Kathryn,within an hour,f,Washington Park West,Washington Park West,80209,39.70169,-104.98266,House,Entire home/apt,10,3.5,4,5,,$300.00 ,5,1/5/18,96
833937,Eliza Jane,within an hour,t,Five Points,Five Points,80205,39.75525,-104.97745,House,Entire home/apt,4,1,2,2,900,$125.00 ,391,4/14/19,97
834896,Nan,within a day,f,City Park West,City Park West,80205,39.74965,-104.96088,Bungalow,Entire home/apt,4,1,1,1,1100,$74.00 ,67,11/11/18,94
852934,Vivian & Tom,within an hour,f,Goldsmith,Goldsmith,80222,39.67548,-104.92997,House,Entire home/apt,6,1,2,5,,$74.00 ,184,3/29/19,94
861993,John And Shann,within an hour,t,Sloane Lake,Sloan Lake,80211,39.7494,-105.03548,Apartment,Entire home/apt,4,1,1,1,800,$95.00 ,304,4/22/19,95
875596,Matt,within a few hours,t,Barnum,Barnum,80219,39.71703,-105.03896,Guest suite,Entire home/apt,6,1,2,2,1400,$128.00 ,223,4/20/19,96
911140,Mignon,within a day,f,Congress Park,Congress Park,80206,39.7389,-104.95242,Apartment,Private room,2,1,1,1,750,$72.00 ,50,8/9/16,97
915016,Tim And Cindy,within an hour,t,Capitol Hill,Capitol Hill,80218,39.73417,-104.97614,House,Entire home/apt,3,1,1,1,,$95.00 ,262,4/22/19,98
921485,Alexandra,within an hour,t,Highland,Highland,80211,39.75893,-105.01637,Loft,Entire home/apt,2,1,1,0,,$129.00 ,56,4/8/19,99
923994,Rob,N/A,f,Congress Park,Congress Park,80206,39.73729,-104.95013,House,Entire home/apt,6,2.5,3,3,2500,$195.00 ,30,7/4/18,99
937952,Amanda,within an hour,t,Speer,Speer,80203,39.72096,-104.98114,Condominium,Entire home/apt,2,1,1,1,,$99.00 ,55,2/20/19,97
953052,Steve,within a day,f,Congress Park,Congress Park,80206,39.7322,-104.94899,Bungalow,Entire home/apt,4,1,2,2,,$110.00 ,2,9/16/18,100
958612,Julia,within an hour,f,CBD,CBD,80202,39.74531,-104.9961,Condominium,Entire home/apt,5,2,2,2,,$95.00 ,10,7/11/17,96
1004131,Sean,within a day,t,Stapleton,Stapleton,80238,39.76001,-104.86888,Guesthouse,Entire home/apt,4,1,1,1,,$115.00 ,15,1/15/19,100
1035821,Steven,within an hour,f,Five Points,Five Points,80205,39.75575,-104.97661,House,Entire home/apt,10,2,3,5,,$199.00 ,168,3/30/19,92
1041934,Annette,within a few hours,f,Berkeley,Berkeley,80212,39.78185,-105.03972,Guest suite,Entire home/apt,4,1,2,3,,$215.00 ,23,8/2/18,97
1042331,Annette,within a few hours,f,Berkeley,Berkeley,80212,39.78166,-105.03975,Guest suite,Entire home/apt,3,1,1,1,,$140.00 ,33,11/7/18,93
1069351,Bonnie,within a day,f,Sunnyside,Sunnyside,80211,39.7738,-105.00937,House,Entire home/apt,4,1.5,2,2,,$85.00 ,5,11/17/18,92
1074386,Tony,within a few hours,f,Lincoln Park,Lincoln Park,80204,39.72771,-104.99788,House,Entire home/apt,2,1,1,1,,$175.00 ,37,7/31/18,93
1087609,Darja,within a day,f,Capitol Hill,Capitol Hill,80203,39.73486,-104.98561,Condominium,Entire home/apt,2,1,0,1,,$55.00 ,15,3/19/17,87
1106479,Julie,within an hour,t,Five Points,Five Points,80205,39.7494,-104.97469,Townhouse,Private room,2,1,1,1,,$75.00 ,210,4/27/19,97
1127235,Bob,within an hour,f,West Highland,West Highland,80211,39.76013,-105.03131,House,Entire home/apt,6,1,3,4,1500,$254.00 ,23,4/22/19,95
1143676,Nan,within a day,f,City Park,City Park,80205,39.74777,-104.95886,Townhouse,Entire home/apt,2,1,1,1,,$100.00 ,34,8/1/17,97
1145324,Juliet,within a few hours,f,Speer,Speer,80209,39.71302,-104.97512,Bungalow,Private room,1,1,1,1,1100,$48.00 ,111,11/4/18,97
1153002,Kim,N/A,f,Cole,Cole,80205,39.76804,-104.97044,House,Entire home/apt,6,2,3,4,,$132.00 ,54,5/8/16,91
1189999,Mike,within a few hours,t,West Highland,West Highland,80212,39.7675,-105.04356,Guest suite,Entire home/apt,2,1,1,1,,$110.00 ,154,4/22/19,97
1223593,Cynthia,within a few hours,f,Cheesman Park,Cheesman Park,80218,39.73684,-104.96974,House,Private room,2,1,1,1,,$68.00 ,127,3/21/19,94
1223612,Cynthia,within a few hours,f,Cheesman Park,Cheesman Park,80218,39.73206,-104.96918,House,Private room,3,1,1,2,,$62.00 ,149,4/11/19,94
1243170,Kim,N/A,f,Cole,Cole,80205,39.76803,-104.96903,House,Private room,2,1,1,1,,$47.00 ,9,3/10/16,96
1243697,Jimbo,within an hour,t,Clayton,Clayton,80205,39.76427,-104.9529,Bungalow,Entire home/apt,6,2,3,3,,$220.00 ,96,10/7/18,95
1309117,Juliet,within a few hours,f,Speer,Speer,80209,39.71245,-104.97529,House,Entire home/apt,3,1,2,2,1100,$49.00 ,4,10/26/18,100
1309159,Joe,within a few hours,t,Capitol Hill,Capitol Hill,80203,39.73429,-104.98352,Apartment,Entire home/apt,2,1,0,1,,$199.00 ,49,9/23/18,97
1313699,Ann,within a day,f,University,University,80210,39.68363,-104.97227,House,Entire home/apt,10,2.5,5,7,,$275.00 ,18,8/7/16,92
1327856,Leila And Alex,within an hour,t,Capitol Hill,Capitol Hill,80203,39.73371,-104.98164,Townhouse,Entire home/apt,6,2,2,2,,$228.00 ,109,4/7/19,98
1337012,Joe,within a few hours,t,Capitol Hill,Capitol Hill,80203,39.73595,-104.9837,House,Entire home/apt,4,1.5,2,2,,$399.00 ,22,10/7/18,96
1360755,Mary,within an hour,f,Washington Virginia Vale,Washington Virginia Vale,80246,39.7047,-104.92362,Townhouse,Entire home/apt,8,3.5,4,7,,$179.00 ,24,4/16/19,97
1363517,Jessi,within a few hours,f,Highland,Highland,80211,39.76556,-105.02152,Apartment,Entire home/apt,3,1,1,1,,$90.00 ,72,4/21/19,93
1378339,Jimbo,within an hour,t,Clayton,Clayton,80205,39.76507,-104.95537,Bungalow,Private room,2,1,1,1,,$58.00 ,453,4/23/19,97
1402409,Pamela,within an hour,t,West Colfax,West Colfax,80204,39.73845,-105.03883,House,Entire home/apt,10,2,4,4,,$235.00 ,85,4/25/19,99
1451057,Chris,within an hour,t,Sunnyside,Sunnyside,80211,39.77565,-105.02397,Guest suite,Entire home/apt,2,1,1,1,,$70.00 ,25,3/23/19,98
1454673,Pamela,within an hour,t,Congress Park,Congress Park,80206,39.73439,-104.95807,House,Private room,5,1,2,2,,$102.00 ,90,4/17/19,99
1456614,Erin,within an hour,f,University,University,80210,39.67392,-104.97212,House,Private room,3,1,1,1,,$62.00 ,104,3/18/19,95
1488774,Heidi,within a few hours,f,Five Points,Five Points,80205,39.75759,-104.9793,House,Entire home/apt,3,2,2,2,,$175.00 ,17,8/14/18,93
1550398,Amy & Peregrin,within an hour,t,Highland,Highland,80211,39.76483,-105.0073,House,Private room,2,1,1,1,,$89.00 ,16,3/16/18,100
1557739,Jessica,within an hour,f,Cole,Cole,80205,39.76324,-104.97143,Bungalow,Private room,2,1,1,1,121,$60.00 ,123,3/15/19,98
1581384,Deanna,within an hour,f,West Highland,West Highland,80212,39.76794,-105.05151,House,Entire home/apt,4,1,2,2,,$119.00 ,50,10/2/18,90
1583103,Christina,within a few hours,t,Speer,Speer,80203,39.71954,-104.98346,Bungalow,Entire home/apt,2,1,1,1,,$145.00 ,5,4/22/19,100
1594161,Brian And Tarryn,within an hour,t,West Colfax,West Colfax,80204,39.73926,-105.04679,Apartment,Entire home/apt,6,1,2,3,,$90.00 ,165,4/20/19,99
1600633,Jeff,N/A,f,North Capitol Hill,North Capitol Hill,80203,39.74537,-104.98472,Apartment,Entire home/apt,2,1,1,1,,$96.00 ,1,6/18/16,100
1619409,S,N/A,f,West Colfax,West Colfax,80204,39.73845,-105.04535,House,Entire home/apt,5,2,2,2,,$250.00 ,0,,
1629445,Pete,N/A,f,Cheesman Park,Cheesman Park,80206,39.73559,-104.96109,Apartment,Entire home/apt,2,1,0,1,,$94.00 ,13,1/27/18,95
1637744,Jennifer,within a few hours,f,South Park Hill,South Park Hill,80220,39.74252,-104.90985,House,Private room,3,1,1,2,,$60.00 ,35,3/18/19,96
1641476,Allison,within a day,t,Sloane Lake,Sloan Lake,,39.75276,-105.05175,House,Entire home/apt,4,2,2,2,,$175.00 ,16,3/26/19,98
1724186,Jessica,within an hour,f,Cole,Cole,80205,39.76494,-104.97211,Bungalow,Private room,2,1,1,2,,$78.00 ,128,4/23/19,98
1733052,Jason,within an hour,t,Cheesman Park,Cheesman Park,80218,39.73871,-104.97073,House,Private room,3,1,1,2,,$75.00 ,723,4/23/19,98
1737365,Alexandra,within an hour,t,Highland,Highland,80211,39.75878,-105.01353,Loft,Entire home/apt,2,1,0,1,800,$129.00 ,60,11/20/18,98
1777510,Ann,within an hour,t,Washington Park,Washington Park,80209,39.70169,-104.96235,Bungalow,Entire home/apt,5,1,2,3,1000,$219.00 ,106,3/29/19,97
1785877,Cynthia,within a few hours,f,Cheesman Park,Cheesman Park,80218,39.73705,-104.96834,House,Private room,2,1,1,1,,$56.00 ,136,3/24/19,95
1792152,Rita,within an hour,f,Congress Park,Congress Park,80206,39.73404,-104.94654,House,Private room,2,1,1,1,,$78.00 ,215,4/14/19,98
1801950,Zach,within an hour,t,CBD,CBD,80202,39.7466,-104.99311,Loft,Entire home/apt,4,1.5,1,2,1100,$249.00 ,154,4/16/19,98
1813896,Seth,within an hour,t,Cory - Merrill,Cory - Merrill,80210,39.69394,-104.94348,House,Private room,3,1.5,1,1,,$58.00 ,170,4/21/19,98
1891877,Cathy,within an hour,f,Berkeley,Berkeley,80211,39.77317,-105.02828,Bungalow,Private room,2,1,1,2,,$50.00 ,7,6/28/15,80
1900638,Barbara,within a few hours,t,University,University,80210,39.66697,-104.96458,House,Private room,1,1,1,1,,$29.00 ,76,3/3/19,99
1901266,Barbara,within a few hours,t,University,University,80210,39.66793,-104.96606,House,Private room,1,1,1,1,,$26.00 ,68,4/8/19,99
1905596,Annette,within a few hours,f,Berkeley,Berkeley,80212,39.78125,-105.03799,Guest suite,Entire home/apt,4,1,2,2,850,$125.00 ,67,9/9/18,92
1911814,Randall,within an hour,t,Sunnyside,Sunnyside,80211,39.77194,-105.02478,Guest suite,Entire home/apt,2,1,1,1,,$99.00 ,152,4/21/19,98
1955800,Joey,within a day,f,CBD,CBD,80202,39.74505,-104.99459,Apartment,Entire home/apt,3,1,1,1,,$225.00 ,15,8/31/18,100
1959652,Peter,within a day,f,Highland,Highland,80211,39.76419,-105.00768,Guesthouse,Entire home/apt,4,1,2,2,,$150.00 ,34,10/22/18,94
1959836,Anne,within a few hours,t,Clayton,Clayton,80205,39.76493,-104.95783,Bungalow,Private room,1,1,1,1,,$39.00 ,285,3/10/19,95
1959918,Mike,within an hour,t,Lincoln Park,Lincoln Park,80204,39.73648,-105.0008,Townhouse,Entire home/apt,3,1,1,1,,$125.00 ,333,4/23/19,97
1966103,Jon & Irene,within a few hours,t,Platt Park,Platt Park,80210,39.67953,-104.98035,House,Entire home/apt,6,2,3,4,,$145.00 ,4,8/3/18,100
1975775,Lauren And Joel,N/A,f,Whittier,Whittier,80205,39.76005,-104.96649,House,Entire home/apt,7,2.5,3,4,,$135.00 ,13,12/28/18,100
2061222,Darja,within a day,f,Montclair,Montclair,80220,39.73961,-104.91956,House,Entire home/apt,4,1,2,2,,$95.00 ,34,1/1/18,94
2072132,Jessica,within an hour,f,Cole,Cole,80205,39.76425,-104.9712,Bungalow,Private room,2,1,1,1,,$75.00 ,82,4/20/19,97
2104774,Jeanne,within a few hours,f,City Park West,City Park West,80218,39.74153,-104.96733,Apartment,Entire home/apt,2,1,1,1,,$68.00 ,39,3/26/19,96
2119667,Nicole,within an hour,t,Lincoln Park,Lincoln Park,80204,39.7341,-105.00069,House,Entire home/apt,2,1,1,2,,$140.00 ,359,4/14/19,98
2139342,Jeffrey,within an hour,f,Hilltop,Hilltop,80220,39.72061,-104.91187,Apartment,Entire home/apt,4,1,2,2,1100,$90.00 ,144,4/20/19,99
2146050,Ryan,within a day,t,Baker,Baker,80223,39.71627,-104.98914,Guesthouse,Entire home/apt,2,1,1,1,,$90.00 ,221,4/3/19,98
2175370,Barbara,within a few hours,t,University,University,80210,39.66636,-104.96569,House,Private room,1,1,1,1,,$27.00 ,49,1/5/19,97
2180372,Denise,within a few hours,t,Skyland,Skyland,80205,39.75617,-104.9516,Guest suite,Entire home/apt,6,1,2,3,,$264.00 ,72,3/14/19,99
2216969,Jeffrey,within an hour,f,Hilltop,Hilltop,80220,39.72202,-104.91177,Apartment,Entire home/apt,2,1,0,1,,$60.00 ,139,2/5/19,99
2221047,John,within an hour,f,City Park West,City Park West,80218,39.74495,-104.97105,Apartment,Entire home/apt,7,2,2,5,1200,$150.00 ,276,10/2/18,94
2232323,Darrow,within a few hours,f,Country Club,Country Club,80218,39.72203,-104.96623,House,Entire home/apt,5,3,3,3,,$200.00 ,54,4/13/19,93
2232930,Megan,within an hour,f,Speer,Speer,80203,39.71757,-104.98132,Bungalow,Entire home/apt,4,1,2,2,,$120.00 ,34,1/2/19,93
2239191,Zorab,within a few hours,f,Clayton,Clayton,80205,39.76664,-104.95477,House,Entire home/apt,6,1,3,3,,$169.00 ,35,9/22/18,90
2243316,Jeanne,within a few hours,f,City Park West,City Park West,80218,39.74176,-104.96718,Apartment,Entire home/apt,2,1,1,1,,$66.00 ,22,6/9/18,97
2250084,"Mary, Tony And Peter",within an hour,f,Lowry Field,Lowry Field,80230,39.72891,-104.896,House,Private room,3,2.5,1,2,,$55.00 ,176,3/31/19,96
2257217,Beth,within a few hours,f,Five Points,Five Points,80205,39.75065,-104.97726,House,Private room,2,1.5,1,1,,$42.00 ,585,4/18/19,96
2267500,Cory,within an hour,t,West Highland,West Highland,80211,39.76485,-105.03541,Guest suite,Entire home/apt,3,1,1,2,,$100.00 ,222,3/31/19,98
2299068,Henry,within a day,t,Clayton,Clayton,80205,39.76492,-104.94855,Bungalow,Private room,2,1,1,1,,$60.00 ,29,10/15/18,93
2329530,"Mary, Tony And Peter",within an hour,f,Lowry Field,Lowry Field,80230,39.72967,-104.89766,House,Private room,1,1,1,1,,$37.00 ,290,2/11/19,95
2332029,Dan And Meg,within an hour,f,Speer,Speer,80203,39.72125,-104.98565,Apartment,Entire home/apt,2,1,1,1,,$100.00 ,223,4/11/19,95
2332802,James,within a day,t,Five Points,Five Points,80205,39.75017,-104.97516,House,Private room,2,1,1,1,,$70.00 ,2,2/22/16,100
2337863,Thomasa,within an hour,f,City Park West,City Park West,80205,39.74896,-104.96764,Apartment,Entire home/apt,2,1,1,1,,$90.00 ,116,4/12/19,94
2338715,Jamie & Monica,N/A,f,Washington Park West,Washington Park West,80209,39.70624,-104.9816,House,Private room,2,1,1,1,,$51.00 ,11,11/2/15,100
2345616,Dustin,within an hour,f,Sunnyside,Sunnyside,80211,39.77892,-105.01646,House,Private room,2,1,2,1,,$64.00 ,2,10/21/18,100
2355817,Josh,within an hour,t,Lincoln Park,Lincoln Park,80204,39.7286,-104.99689,House,Private room,2,1,1,1,,$45.00 ,22,6/28/18,100
2359615,Julia,within an hour,f,CBD,CBD,80202,39.74502,-104.99793,Condominium,Entire home/apt,3,1,1,1,,$95.00 ,11,7/31/18,88
2360382,Tony & Mary Grace,within an hour,t,Villa Park,Villa Park,80204,39.73447,-105.02558,Cottage,Entire home/apt,3,1,1,1,,$72.00 ,165,3/24/19,94
2361919,Annette,within a few hours,f,Berkeley,Berkeley,80212,39.78009,-105.03965,Guest suite,Entire home/apt,2,1,1,1,,$70.00 ,33,2/10/19,96
2372041,Matthew & Molly,N/A,f,Sunnyside,Sunnyside,80211,39.7758,-105.01271,House,Entire home/apt,6,2.5,2,4,,$195.00 ,21,9/23/18,95
2386289,Melanie,within an hour,t,West Highland,West Highland,80211,39.76631,-105.0336,Loft,Entire home/apt,4,1,1,2,,$150.00 ,83,3/19/19,98
2413071,Ed,within an hour,t,Capitol Hill,Capitol Hill,80203,39.73633,-104.98067,Townhouse,Entire home/apt,6,2.5,4,4,,$325.00 ,42,3/18/19,98
2413516,Owen,N/A,f,Capitol Hill,Capitol Hill,80203,39.7314,-104.98195,Apartment,Private room,1,1,1,1,,$85.00 ,1,2/20/14,100
2441525,Juan,within an hour,t,Berkeley,Berkeley,80211,39.77026,-105.0377,Bungalow,Entire home/apt,4,1,2,3,,$125.00 ,77,3/22/19,96
2441900,Jeremy,within a day,f,City Park West,City Park West,80218,39.74496,-104.96925,Apartment,Entire home/apt,2,1,1,1,,$150.00 ,3,5/8/14,100
2466830,Greg,within a few hours,f,Cory - Merrill,Cory - Merrill,80210,39.68889,-104.95642,House,Entire home/apt,2,1.5,2,2,,$300.00 ,5,4/11/19,100
2467260,Ryan,within an hour,t,City Park,City Park,80206,39.74322,-104.95004,Guest suite,Entire home/apt,6,1,2,3,,$88.00 ,314,4/7/19,99
2487185,Jeffrey,within an hour,t,Athmar Park,Athmar Park,80223,39.70434,-105.0102,House,Entire home/apt,4,1,3,4,,$169.00 ,4,4/21/19,100
2599115,Kerry,within an hour,f,Stapleton,Stapleton,80238,39.75642,-104.85848,House,Entire home/apt,8,2.5,3,3,,$187.00 ,96,3/18/19,97
2653512,Marcie,within an hour,t,Highland,Highland,80211,39.76336,-105.01881,Guesthouse,Entire home/apt,2,1,1,1,,$139.00 ,102,4/16/19,99
2723629,Ellen,within an hour,t,Five Points,Five Points,80205,39.75436,-104.98299,House,Private room,2,1,1,1,,$70.00 ,145,4/12/19,99
2782048,Roger,within an hour,t,Five Points,Five Points,80205,39.75913,-104.97862,House,Entire home/apt,6,2.5,3,3,,$119.00 ,43,4/23/19,99
2802949,Maggie,within an hour,t,Highland,Highland,80211,39.76814,-105.01955,House,Private room,2,1,1,1,,$59.00 ,36,3/29/19,96
2817786,Mary,within an hour,t,Five Points,Five Points,80205,39.74744,-104.97724,House,Private room,2,1,1,1,,$74.00 ,128,10/14/18,99
2827887,Danno & Rachel,N/A,f,Highland,Highland,80211,39.76647,-105.00288,House,Entire home/apt,4,2,2,2,,$150.00 ,20,10/18/16,94
2875696,Julie,within a day,f,Windsor,Windsor,80247,39.70726,-104.89081,Condominium,Entire home/apt,2,1,1,1,,$75.00 ,11,2/21/16,94
2908978,Rita,within an hour,f,Congress Park,Congress Park,80206,39.73261,-104.94861,House,Private room,2,1,1,1,,$78.00 ,166,4/7/19,98
2915068,Winton,within a day,f,Washington Park West,Washington Park West,80210,39.69452,-104.97672,House,Entire home/apt,8,2,3,4,,$170.00 ,109,3/24/19,93
2942068,Danno & Rachel,N/A,f,Highland,Highland,80211,39.76661,-105.00212,House,Private room,2,1,1,1,,$106.00 ,10,9/11/16,94
2953770,Mason,N/A,f,CBD,CBD,80202,39.74368,-104.99673,Apartment,Entire home/apt,3,1,1,1,,$225.00 ,23,6/11/17,92
2957097,Jeffrey,within an hour,t,Athmar Park,Athmar Park,80223,39.70519,-105.0113,House,Entire home/apt,6,1,3,4,,$179.00 ,88,4/8/19,97
2960513,Gustavo,within an hour,t,Baker,Baker,80204,39.72188,-104.9957,Townhouse,Entire home/apt,4,1,2,2,,$135.00 ,71,4/21/19,99
2968873,Kevin,N/A,f,North Capitol Hill,North Capitol Hill,,39.74559,-104.98726,Apartment,Entire home/apt,2,1,1,1,,$159.00 ,93,11/16/17,97
