OFFENSE_CATEGORY_ID,GEO_LON,GEO_LAT,NEIGHBORHOOD_ID
theft-from-motor-vehicle,-105.0120716,39.7694448,sunnyside
all-other-crimes,-105.0454267,39.7282212,villa-park
larceny,-104.9010667,39.769185,stapleton
aggravated-assault,-104.8913783,39.7398378,east-colfax
theft-from-motor-vehicle,-104.9056326,39.6775151,goldsmith
public-disorder,-104.8334639,39.7796764,montbello
all-other-crimes,-104.9911949,39.7525034,five-points
theft-from-motor-vehicle,-104.9322442,39.7626026,northeast-park-hill
theft-from-motor-vehicle,-104.8499436,39.657775,kennedy
larceny,-104.8465782,39.7701909,stapleton
drug-alcohol,-104.9316173,39.6784618,goldsmith
larceny,-104.9396457,39.7320064,hale
aggravated-assault,-104.9797687,39.7398829,capitol-hill
drug-alcohol,-104.9948174,39.7680434,globeville
drug-alcohol,-105.0393888,39.6991306,westwood
public-disorder,-104.9683311,39.7588674,whittier
all-other-crimes,-104.9912342,39.7505133,cbd
public-disorder,-105.036786,39.7337906,villa-park
theft-from-motor-vehicle,-104.9098919,39.6982831,washington-virginia-vale
public-disorder,-104.7044231,39.8309006,dia
drug-alcohol,-104.9787436,39.7400156,capitol-hill
drug-alcohol,-104.9857296,39.7358488,capitol-hill
robbery,-105.0112131,39.7114421,valverde
theft-from-motor-vehicle,-105.0507515,39.6878831,mar-lee
larceny,-104.7399598,39.7841832,gateway-green-valley-ranch
theft-from-motor-vehicle,-104.9703916,39.739421,cheesman-park
larceny,-104.988776,39.7428049,cbd
white-collar-crime,-104.7112189,39.8373592,dia
burglary,-105.0662552,39.6446503,fort-logan
theft-from-motor-vehicle,-105.0005355,39.7568562,union-station
public-disorder,-104.933774,39.6784502,goldsmith
all-other-crimes,-105.0297089,39.6894563,mar-lee
drug-alcohol,-104.9989616,39.7466646,union-station
robbery,-105.0272663,39.754548,sloan-lake
public-disorder,-104.9657863,39.7483416,city-park-west
all-other-crimes,-104.997246,39.7299935,lincoln-park
all-other-crimes,-104.8867036,39.7388636,east-colfax
aggravated-assault,-104.8953615,39.7335963,east-colfax
robbery,-104.9129342,39.7093125,washington-virginia-vale
drug-alcohol,-104.947581,39.784923,elyria-swansea
aggravated-assault,-104.9085615,39.7511481,north-park-hill
drug-alcohol,-104.8858211,39.7401548,east-colfax
all-other-crimes,-104.8535219,39.7760382,montbello
all-other-crimes,-104.982328,39.7400232,capitol-hill
auto-theft,-105.0077665,39.7153096,valverde
drug-alcohol,-105.0346152,39.7458557,west-colfax
larceny,-104.9878497,39.7323277,civic-center
burglary,-105.0100805,39.7397742,lincoln-park
drug-alcohol,-104.900786,39.6563458,hampden
all-other-crimes,-104.9601007,39.7652813,cole
burglary,-104.9301159,39.6782843,goldsmith
aggravated-assault,-105.0252388,39.7692873,highland
larceny,-105.0270581,39.6920812,mar-lee
larceny,-105.0259145,39.680409,harvey-park
public-disorder,-105.0158606,39.7632261,highland
drug-alcohol,-104.9684633,39.7400108,cheesman-park
auto-theft,-105.0371309,39.6675177,harvey-park-south
drug-alcohol,-105.0421598,39.6894807,mar-lee
drug-alcohol,-104.9768705,39.7484819,five-points
public-disorder,-104.8499436,39.657775,kennedy
sexual-assault,,,montbello
theft-from-motor-vehicle,-104.7996662,39.7839523,gateway-green-valley-ranch
robbery,-105.0489897,39.7270352,villa-park
burglary,-105.0075478,39.7145729,valverde
public-disorder,-104.8693577,39.706844,windsor
drug-alcohol,-104.9762272,39.7898471,globeville
white-collar-crime,-104.892239,39.6614467,hampden
larceny,-104.6736805,39.8628768,dia
other-crimes-against-persons,-104.9620602,39.7398609,cheesman-park
auto-theft,-104.7633778,39.7888205,gateway-green-valley-ranch
white-collar-crime,-104.9386367,39.7332425,hale
all-other-crimes,-105.0274873,39.6573682,harvey-park-south
larceny,-105.0002877,39.756199,union-station
aggravated-assault,-105.018819,39.7125963,valverde
robbery,-104.9988427,39.7414014,cbd
other-crimes-against-persons,-104.9399711,39.6756687,university-hills
sexual-assault,,,cory-merrill
auto-theft,-104.9791252,39.7183159,speer
all-other-crimes,-104.9903858,39.7571449,five-points
theft-from-motor-vehicle,-105.0262983,39.6998885,westwood
all-other-crimes,-105.003771,39.7781455,sunnyside
all-other-crimes,-104.9877863,39.7346773,civic-center
other-crimes-against-persons,-105.0024895,39.7476542,auraria
all-other-crimes,-105.0510667,39.679157,harvey-park
public-disorder,-104.9750606,39.7574673,five-points
public-disorder,-104.9791712,39.7480337,five-points
burglary,-104.9875967,39.7504041,five-points
larceny,-105.025687,39.7677188,west-highland
drug-alcohol,-105.0218977,39.6775787,college-view-south-platte
drug-alcohol,-104.9366944,39.6784505,university-hills
larceny,-104.903897,39.7270951,montclair
theft-from-motor-vehicle,-105.0129857,39.7612815,highland
all-other-crimes,-105.0249978,39.7035263,athmar-park
public-disorder,-104.9824943,39.7131394,speer
public-disorder,-104.8651721,39.7679757,stapleton
larceny,-104.9916388,39.7452331,cbd
larceny,-104.8978964,39.7398438,east-colfax
all-other-crimes,-105.0247788,39.710147,athmar-park
theft-from-motor-vehicle,-104.9799204,39.7203811,speer
all-other-crimes,-104.9782949,39.7539678,five-points
other-crimes-against-persons,-104.9646793,39.7396038,cheesman-park
all-other-crimes,-104.9018639,39.7683051,stapleton
larceny,-104.9526903,39.717526,cherry-creek
other-crimes-against-persons,-104.96989,39.7592039,whittier
auto-theft,-105.0490064,39.7045404,westwood
drug-alcohol,-104.9878702,39.7524039,five-points
theft-from-motor-vehicle,-104.9867412,39.7088918,washington-park-west
auto-theft,-104.9380259,39.6874286,virginia-village
all-other-crimes,-105.0405512,39.6980041,westwood
larceny,-104.8896259,39.6429212,hampden-south
theft-from-motor-vehicle,-105.0297106,39.7846456,regis
public-disorder,-104.8902443,39.7398017,east-colfax
larceny,-104.9391229,39.6675466,university-hills
theft-from-motor-vehicle,-105.0196444,39.778936,sunnyside
auto-theft,-104.7712988,39.7792559,gateway-green-valley-ranch
public-disorder,-105.0293984,39.6817105,harvey-park
larceny,-105.0218977,39.6775787,college-view-south-platte
theft-from-motor-vehicle,-104.9691238,39.7354429,cheesman-park
all-other-crimes,-104.9999509,39.7530543,union-station
other-crimes-against-persons,-104.8407842,39.7973009,montbello
theft-from-motor-vehicle,-104.9148756,39.6521066,hampden-south
auto-theft,-104.9753898,39.738661,capitol-hill
auto-theft,-104.9896124,39.6801664,overland
theft-from-motor-vehicle,-104.8942034,39.6614267,hampden
all-other-crimes,-104.9646793,39.7396038,cheesman-park
burglary,-105.0212107,39.7137097,valverde
other-crimes-against-persons,-104.7553075,39.7787386,gateway-green-valley-ranch
drug-alcohol,-104.9784978,39.7802489,globeville
public-disorder,-105.0467588,39.7647244,west-highland
drug-alcohol,-105.0532824,39.7184287,barnum-west
larceny,-104.897946,39.7696879,stapleton
theft-from-motor-vehicle,-104.9143812,39.6760464,goldsmith
larceny,-104.6740448,39.851926,dia
all-other-crimes,-104.8913627,39.7408232,east-colfax
theft-from-motor-vehicle,-104.9050795,39.6526449,hampden-south
drug-alcohol,-104.9980489,39.7459881,cbd
drug-alcohol,-104.9348971,39.6779587,university-hills
theft-from-motor-vehicle,-104.9003215,39.6990994,windsor
larceny,-105.0169492,39.7719823,sunnyside
theft-from-motor-vehicle,-104.9400746,39.7833887,northeast-park-hill
burglary,-105.0247776,39.788513,chaffee-park
auto-theft,-104.9998223,39.7720783,sunnyside
theft-from-motor-vehicle,-104.9456725,39.7882276,elyria-swansea
public-disorder,-104.8259803,39.7857036,montbello
theft-from-motor-vehicle,-105.0171724,39.7566182,jefferson-park
other-crimes-against-persons,-104.9920988,39.7269022,lincoln-park
all-other-crimes,-105.029862,39.7403298,west-colfax
public-disorder,-104.8996601,39.7377692,east-colfax
larceny,-104.9143812,39.6760464,goldsmith
all-other-crimes,-104.9850168,39.7530283,five-points
theft-from-motor-vehicle,-105.013243,39.7698148,sunnyside
all-other-crimes,-105.018819,39.7125963,valverde
all-other-crimes,-104.985572,39.7345606,capitol-hill
public-disorder,-104.9714682,39.7461326,city-park-west
public-disorder,-105.0248692,39.7267179,sun-valley
theft-from-motor-vehicle,-104.9267773,39.6594459,university-hills
larceny,-104.9058576,39.6253268,southmoor-park
all-other-crimes,-104.8870018,39.74015,east-colfax
public-disorder,-104.9402287,39.6660777,university-hills
burglary,-105.0176444,39.7138598,valverde
larceny,-105.0059402,39.7823356,sunnyside
larceny,-104.9944963,39.747944,cbd
theft-from-motor-vehicle,-104.9763805,39.7412268,north-capitol-hill
all-other-crimes,-104.9273262,39.7659061,northeast-park-hill
auto-theft,-104.7112189,39.8373592,dia
aggravated-assault,-104.9428908,39.7191684,cherry-creek
auto-theft,-104.8619644,39.6584037,kennedy
auto-theft,-104.9644541,39.782135,elyria-swansea
auto-theft,-105.0410879,39.7028791,westwood
larceny,-105.0218977,39.6775787,college-view-south-platte
auto-theft,-105.0005355,39.7568562,union-station
all-other-crimes,-105.0002877,39.756199,union-station
theft-from-motor-vehicle,-104.8215807,39.7888051,montbello
sexual-assault,,,southmoor-park
burglary,-104.9608813,39.704024,washington-park
larceny,-105.010404,39.7469159,auraria
larceny,-104.9930555,39.7460381,cbd
larceny,-104.9330735,39.7647424,northeast-park-hill
theft-from-motor-vehicle,-104.8252288,39.7739523,montbello
all-other-crimes,-104.992851,39.7497324,cbd
other-crimes-against-persons,-105.0231731,39.6807163,college-view-south-platte
auto-theft,-104.8019266,39.7877871,gateway-green-valley-ranch
larceny,-104.9391229,39.6675466,university-hills
all-other-crimes,-104.9515663,39.7621699,clayton
drug-alcohol,-105.0251184,39.786535,chaffee-park
larceny,-104.897946,39.7696879,stapleton
theft-from-motor-vehicle,-105.0050417,39.7760507,sunnyside
drug-alcohol,-105.0250568,39.6858852,mar-lee
larceny,-104.9879187,39.687813,overland
all-other-crimes,-104.9883004,39.741702,cbd
larceny,-104.9417147,39.6677182,university-park
robbery,-104.9589932,39.6727818,university-park
robbery,-104.8173734,39.7933022,montbello
drug-alcohol,-104.9696901,39.7400246,cheesman-park
auto-theft,-104.8978406,39.7343338,east-colfax
burglary,-105.0507372,39.6901068,mar-lee
burglary,-105.0267828,39.7755966,berkeley
sexual-assault,,,west-highland
all-other-crimes,-104.9710226,39.7476954,city-park-west
drug-alcohol,-104.9772685,39.7399377,capitol-hill
all-other-crimes,-104.9406542,39.7437527,city-park
larceny,-104.910958,39.7190402,hilltop
theft-from-motor-vehicle,-104.9710091,39.7362805,cheesman-park
public-disorder,-104.9682914,39.7401802,city-park-west
auto-theft,-104.9922418,39.726793,lincoln-park
other-crimes-against-persons,-104.8259803,39.7857036,montbello
theft-from-motor-vehicle,-104.8989515,39.6972284,windsor
all-other-crimes,-105.0389806,39.7331294,villa-park
drug-alcohol,-104.9730966,39.7400317,capitol-hill
murder,-105.018819,39.7125963,valverde
all-other-crimes,-104.9724307,39.764736,cole
public-disorder,-105.0329136,39.7231648,barnum
public-disorder,-105.0340214,39.7099891,westwood
public-disorder,-104.9216319,39.7002439,washington-virginia-vale
larceny,-104.9959066,39.7491525,union-station
auto-theft,-104.8903592,39.6995891,windsor
all-other-crimes,-104.9452774,39.7738571,elyria-swansea
larceny,-105.0254129,39.7461978,west-colfax
larceny,-104.9860779,39.7543232,five-points
all-other-crimes,-104.7583869,39.7809268,gateway-green-valley-ranch
all-other-crimes,-105.003771,39.7781455,sunnyside
white-collar-crime,-105.0251573,39.7293216,villa-park
all-other-crimes,-104.9859556,39.7317072,capitol-hill
public-disorder,-104.8755129,39.6705972,hampden
white-collar-crime,-104.9902615,39.7404861,cbd
theft-from-motor-vehicle,-104.9579364,39.6909483,cory-merrill
public-disorder,-104.8861642,39.7411778,east-colfax
theft-from-motor-vehicle,-105.0068406,39.767139,highland
theft-from-motor-vehicle,-104.9335572,39.744062,south-park-hill
all-other-crimes,-104.9762272,39.7898471,globeville
larceny,-104.9842859,39.7029759,washington-park-west
auto-theft,-105.0249578,39.6847564,ruby-hill
larceny,-104.991392,39.754264,five-points
auto-theft,-104.8815749,39.645026,hampden-south
theft-from-motor-vehicle,-104.8701417,39.6709721,hampden
theft-from-motor-vehicle,-105.0451464,39.7007316,westwood
burglary,-104.9166774,39.740471,south-park-hill
white-collar-crime,-104.6953224,39.8308745,dia
theft-from-motor-vehicle,-104.8713764,39.6719423,hampden
drug-alcohol,-104.8870018,39.74015,east-colfax
theft-from-motor-vehicle,-104.9055191,39.7051793,washington-virginia-vale
burglary,-104.9827069,39.721917,speer
larceny,-104.9459362,39.7148177,cherry-creek
auto-theft,-104.9061449,39.7009491,washington-virginia-vale
drug-alcohol,-105.0519774,39.7402074,west-colfax
theft-from-motor-vehicle,-105.0448763,39.7779904,berkeley
theft-from-motor-vehicle,-105.0403317,39.7000375,westwood
theft-from-motor-vehicle,-104.9381545,39.6758027,university-hills
public-disorder,-104.9904797,39.7280757,lincoln-park
drug-alcohol,-104.9656455,39.7397455,cheesman-park
other-crimes-against-persons,-105.0383179,39.7398197,west-colfax
all-other-crimes,-104.8318651,39.7917492,montbello
larceny,-104.9779283,39.735378,capitol-hill
theft-from-motor-vehicle,-105.0522979,39.711721,barnum-west
burglary,-104.9760788,39.6783142,rosedale
all-other-crimes,-104.9697112,39.7804979,elyria-swansea
other-crimes-against-persons,-105.0248917,39.7695851,sunnyside
larceny,-104.9990638,39.7373312,lincoln-park
burglary,-104.9597185,39.7077935,washington-park
theft-from-motor-vehicle,-105.0415127,39.7417621,west-colfax
theft-from-motor-vehicle,-104.9335086,39.7025309,washington-virginia-vale
burglary,-104.8482385,39.7760448,montbello
murder,-104.9811328,39.7506449,five-points
theft-from-motor-vehicle,-105.0346103,39.7621377,west-highland
drug-alcohol,-104.9730966,39.7400317,capitol-hill
other-crimes-against-persons,-105.0060942,39.7115086,valverde
all-other-crimes,-104.953989,39.7584751,skyland
all-other-crimes,-104.961715,39.6787379,university
all-other-crimes,-105.0024072,39.7547421,union-station
public-disorder,-104.9366653,39.6798697,university-hills
theft-from-motor-vehicle,-104.9870496,39.7444885,north-capitol-hill
drug-alcohol,-105.0160408,39.7556664,jefferson-park
theft-from-motor-vehicle,-104.9870496,39.7444885,north-capitol-hill
drug-alcohol,-104.987485,39.7398975,civic-center
larceny,-104.9930872,39.7170509,baker
theft-from-motor-vehicle,-104.7664008,39.7828657,gateway-green-valley-ranch
all-other-crimes,-104.9717769,39.7603928,whittier
all-other-crimes,-104.9845576,39.7666345,five-points
public-disorder,-104.9865,39.7345564,capitol-hill
public-disorder,-104.988708,39.7535962,five-points
theft-from-motor-vehicle,-104.9096154,39.7129911,hilltop
all-other-crimes,-105.0413327,39.7333993,villa-park
theft-from-motor-vehicle,-104.8717111,39.6694733,hampden
all-other-crimes,-104.9985403,39.7533585,union-station
theft-from-motor-vehicle,-105.0359701,39.7308197,villa-park
theft-from-motor-vehicle,-104.956162,39.6869786,cory-merrill
theft-from-motor-vehicle,-105.0342641,39.7232251,barnum
all-other-crimes,-105.0340214,39.7099891,westwood
auto-theft,-105.0253959,39.7513313,sloan-lake
auto-theft,-104.7471119,39.7775609,gateway-green-valley-ranch
larceny,-105.0026381,39.7537767,union-station
all-other-crimes,-105.0014243,39.7464115,auraria
other-crimes-against-persons,-104.9714682,39.7461326,city-park-west
aggravated-assault,-105.022771,39.7184461,valverde
all-other-crimes,-104.9776413,39.7400052,capitol-hill
theft-from-motor-vehicle,-105.0217171,39.764565,highland
theft-from-motor-vehicle,-105.0152549,39.696475,ruby-hill
public-disorder,-104.9935737,39.7397729,civic-center
auto-theft,-104.9759234,39.753378,five-points
larceny,-104.9763373,39.7398732,capitol-hill
auto-theft,-105.0057757,39.7864939,chaffee-park
other-crimes-against-persons,-104.9956939,39.7480617,cbd
drug-alcohol,-104.9018639,39.7683051,stapleton
all-other-crimes,-104.6738123,39.8492917,dia
drug-alcohol,-104.916569,39.6675851,goldsmith
public-disorder,-104.9073227,39.6948852,washington-virginia-vale
all-other-crimes,-104.9966028,39.7066586,baker
drug-alcohol,-104.8926997,39.7400038,east-colfax
auto-theft,-104.974606,39.7469345,five-points
drug-alcohol,-104.8827912,39.7741199,stapleton
theft-from-motor-vehicle,-105.0247243,39.7029788,athmar-park
drug-alcohol,-104.9692163,39.7377851,cheesman-park
aggravated-assault,-105.0282697,39.6926323,mar-lee
larceny,-104.9643765,39.7662205,cole
all-other-crimes,-105.0106906,39.7430436,auraria
theft-from-motor-vehicle,-104.8920629,39.7404508,east-colfax
all-other-crimes,-104.9714682,39.7461326,city-park-west
larceny,-104.9921155,39.6951227,overland
drug-alcohol,-105.029862,39.7403298,west-colfax
theft-from-motor-vehicle,-104.9835273,39.6896688,platt-park
larceny,-105.0201083,39.7439224,sun-valley
public-disorder,-104.8773171,39.7078995,windsor
drug-alcohol,-104.969612,39.7404717,city-park-west
theft-from-motor-vehicle,-104.8737706,39.669973,hampden
robbery,-105.0489897,39.7270352,villa-park
auto-theft,-105.0432519,39.696933,westwood
public-disorder,-104.9415448,39.7292729,congress-park
public-disorder,-104.9795466,39.7319536,capitol-hill
drug-alcohol,-104.8846512,39.7401569,east-colfax
drug-alcohol,-104.9775642,39.747494,five-points
public-disorder,-105.0529043,39.7002287,westwood
theft-from-motor-vehicle,-104.9870496,39.7444885,north-capitol-hill
public-disorder,-105.0277473,39.7000288,westwood
auto-theft,-105.0042499,39.6928135,ruby-hill
all-other-crimes,-104.9819645,39.7386764,capitol-hill
theft-from-motor-vehicle,-104.8486294,39.7810653,montbello
theft-from-motor-vehicle,-104.8737706,39.669973,hampden
public-disorder,-104.673699,39.8537628,dia
burglary,-104.9926017,39.7551888,five-points
larceny,-105.006458,39.6921173,ruby-hill
public-disorder,-104.9532864,39.7678441,clayton
white-collar-crime,-104.9015493,39.7676638,stapleton
larceny,-104.6738123,39.8492917,dia
auto-theft,-104.991792,39.7236038,baker
all-other-crimes,-104.9082195,39.7002156,washington-virginia-vale
all-other-crimes,-104.9406654,39.740129,congress-park
robbery,-104.9465481,39.7170059,cherry-creek
theft-from-motor-vehicle,-104.9136482,39.7357259,montclair
other-crimes-against-persons,-104.9509998,39.771825,clayton
public-disorder,-104.9823336,39.7416759,north-capitol-hill
larceny,-104.8926993,39.7811251,stapleton
drug-alcohol,-105.0250003,39.7120833,valverde
all-other-crimes,-104.9348971,39.6779587,university-hills
drug-alcohol,-104.9391677,39.6855069,virginia-village
public-disorder,-104.9585177,39.7404212,city-park
auto-theft,-105.0276412,39.6571849,harvey-park-south
larceny,-104.897946,39.7696879,stapleton
auto-theft,-104.9418689,39.690777,cory-merrill
theft-from-motor-vehicle,-104.9390327,39.7735338,northeast-park-hill
other-crimes-against-persons,-104.9920165,39.7529984,five-points
aggravated-assault,-105.0528719,39.6919351,mar-lee
public-disorder,-104.9821422,39.7512148,five-points
robbery,-104.9979549,39.7457077,cbd
theft-from-motor-vehicle,-104.8933681,39.6253152,hampden-south
theft-from-motor-vehicle,-105.0488772,39.7412141,west-colfax
burglary,-105.0129857,39.7612815,highland
public-disorder,-104.9920165,39.7529984,five-points
larceny,-104.7664008,39.7828657,gateway-green-valley-ranch
larceny,-104.9011599,39.7703522,stapleton
theft-from-motor-vehicle,-104.913448,39.6457192,hampden-south
robbery,-104.8972614,39.7396676,east-colfax
aggravated-assault,-104.9789877,39.7487988,five-points
larceny,-104.910425,39.7130912,hilltop
larceny,-104.9143812,39.6760464,goldsmith
burglary,-105.0266898,39.7561846,sloan-lake
auto-theft,-105.0043043,39.6901481,ruby-hill
theft-from-motor-vehicle,-104.8499436,39.657775,kennedy
robbery,-104.7733171,39.7932418,gateway-green-valley-ranch
theft-from-motor-vehicle,-104.8443637,39.7874874,montbello
all-other-crimes,-104.9904797,39.7280757,lincoln-park
larceny,-105.0061601,39.7450644,auraria
theft-from-motor-vehicle,-104.8955483,39.6970627,windsor
auto-theft,-104.9411733,39.7933042,elyria-swansea
larceny,-105.0517972,39.6598986,harvey-park-south
burglary,-104.8717659,39.7594238,stapleton
theft-from-motor-vehicle,-104.8713764,39.6719423,hampden
larceny,-104.9884457,39.7744342,globeville
public-disorder,-104.673699,39.8537628,dia
larceny,-104.9926055,39.7453197,cbd
theft-from-motor-vehicle,-104.9058073,39.6547735,hampden
public-disorder,-105.0061543,39.7544723,union-station
burglary,-105.0132852,39.6971285,athmar-park
burglary,-104.9231061,39.7154684,hilltop
theft-from-motor-vehicle,-105.0278874,39.7727158,berkeley
all-other-crimes,-104.9945199,39.731349,lincoln-park
theft-from-motor-vehicle,-104.9616198,39.7726812,cole
public-disorder,-104.8885643,39.7289683,lowry-field
public-disorder,-104.9662564,39.7328302,cheesman-park
public-disorder,-105.0246895,39.6587928,college-view-south-platte
larceny,-104.9554941,39.6778033,university-park
public-disorder,-104.9870586,39.7549287,five-points
auto-theft,-104.9140511,39.6551498,hampden
larceny,-104.9097407,39.6279573,southmoor-park
theft-from-motor-vehicle,-105.0089238,39.7713973,sunnyside
public-disorder,-104.8619644,39.6584037,kennedy
auto-theft,-104.9414814,39.6805214,university-park
larceny,-105.0183914,39.7267218,sun-valley
white-collar-crime,-104.6972302,39.8362105,dia
larceny,-104.9414208,39.7725212,clayton
drug-alcohol,-104.969612,39.7404717,city-park-west
aggravated-assault,-104.9986752,39.7384606,lincoln-park
burglary,-105.0005355,39.7568562,union-station
larceny,-105.0254985,39.7608797,west-highland
other-crimes-against-persons,-104.805505,39.7961922,gateway-green-valley-ranch
white-collar-crime,-105.0243794,39.7554368,jefferson-park
theft-from-motor-vehicle,-105.0190696,39.7465618,jefferson-park
auto-theft,-104.6914599,39.8372774,dia
drug-alcohol,-104.9986292,39.7374446,lincoln-park
public-disorder,-105.0255803,39.7377513,west-colfax
larceny,-104.9713893,39.7811423,elyria-swansea
theft-from-motor-vehicle,-104.9970695,39.745682,cbd
all-other-crimes,-104.948235,39.716753,cherry-creek
theft-from-motor-vehicle,-104.9006196,39.6816763,indian-creek
larceny,-104.9391229,39.6675466,university-hills
auto-theft,-104.9037286,39.7686549,northeast-park-hill
theft-from-motor-vehicle,-104.9877895,39.6792168,overland
public-disorder,-104.9561938,39.7369871,congress-park
larceny,-104.9870538,39.7643367,five-points
burglary,-105.0060942,39.7115086,valverde
public-disorder,-105.0343932,39.741262,west-colfax
all-other-crimes,-104.9684633,39.7400108,cheesman-park
public-disorder,-104.9920695,39.7343884,civic-center
burglary,-104.9796288,39.7237593,speer
theft-from-motor-vehicle,-104.9849649,39.7063501,washington-park-west
aggravated-assault,-104.9745389,39.744027,north-capitol-hill
public-disorder,-104.9800147,39.7402738,north-capitol-hill
all-other-crimes,-104.9980803,39.7401024,civic-center
public-disorder,-105.0861555,39.6157503,marston
other-crimes-against-persons,-105.0343932,39.741262,west-colfax
all-other-crimes,-104.9670968,39.7588646,whittier
sexual-assault,,,hampden-south
aggravated-assault,-104.9807994,39.7399561,capitol-hill
white-collar-crime,-104.9902707,39.6814897,overland
arson,-104.9544172,39.7839062,elyria-swansea
other-crimes-against-persons,-104.8887627,39.7396622,east-colfax
aggravated-assault,-105.0519774,39.7402074,west-colfax
public-disorder,-105.0533484,39.7242681,barnum-west
other-crimes-against-persons,-104.9397444,39.6889275,virginia-village
white-collar-crime,-105.0413209,39.6324376,fort-logan
aggravated-assault,-105.0061698,39.6967227,ruby-hill
drug-alcohol,-105.0160408,39.7556664,jefferson-park
theft-from-motor-vehicle,-104.9285592,39.7617091,north-park-hill
public-disorder,-104.9441576,39.7638729,clayton
other-crimes-against-persons,-104.9790236,39.7401459,north-capitol-hill
burglary,-104.950921,39.7791654,elyria-swansea
theft-from-motor-vehicle,-104.9861112,39.7827805,globeville
larceny,-104.6740448,39.851926,dia
burglary,-104.7525924,39.7771071,gateway-green-valley-ranch
other-crimes-against-persons,-104.9348971,39.6779587,university-hills
drug-alcohol,-105.0238654,39.7075106,athmar-park
drug-alcohol,-105.0227067,39.7075141,athmar-park
burglary,-105.0193436,39.7543183,jefferson-park
other-crimes-against-persons,-105.0861555,39.6157503,marston
larceny,-105.008505,39.7606068,highland
public-disorder,-104.9382767,39.6703017,university-hills
theft-from-motor-vehicle,-105.0012236,39.6966359,ruby-hill
drug-alcohol,-104.9684633,39.7400108,cheesman-park
drug-alcohol,-104.9730966,39.7400317,capitol-hill
theft-from-motor-vehicle,-104.9380259,39.6874286,virginia-village
public-disorder,-104.9775385,39.7480841,five-points
drug-alcohol,-104.9407485,39.678415,university-park
larceny,-104.9977493,39.7476011,cbd
larceny,-104.9742869,39.6699494,rosedale
larceny,-105.0061601,39.7450644,auraria
public-disorder,-105.0532471,39.7273342,villa-park
drug-alcohol,-105.0544465,39.6795515,harvey-park
public-disorder,-104.805505,39.7961922,gateway-green-valley-ranch
burglary,-104.9751774,39.7371117,capitol-hill
arson,-104.9544172,39.7839062,elyria-swansea
auto-theft,-104.897946,39.7696879,stapleton
public-disorder,-105.0254985,39.7608797,west-highland
larceny,-104.9962563,39.7356199,lincoln-park
all-other-crimes,-104.9999509,39.7530543,union-station
drug-alcohol,-105.0160408,39.7556664,jefferson-park
theft-from-motor-vehicle,-104.9675442,39.7589682,whittier
other-crimes-against-persons,-104.9811047,39.7400261,capitol-hill
theft-from-motor-vehicle,-104.6740448,39.851926,dia
drug-alcohol,-105.0226191,39.7109838,athmar-park
larceny,-104.8881594,39.7827323,stapleton
all-other-crimes,-105.0250953,39.7111723,westwood
public-disorder,-105.0519774,39.7402074,west-colfax
drug-alcohol,-104.9821532,39.7819945,globeville
theft-from-motor-vehicle,-104.9979083,39.7343284,lincoln-park
larceny,-105.0052104,39.7415602,auraria
larceny,-104.9137501,39.7014156,washington-virginia-vale
larceny,-104.940019,39.6865843,virginia-village
auto-theft,-105.0261681,39.7207439,barnum
all-other-crimes,-104.943726,39.6765952,university-park
theft-from-motor-vehicle,-104.9062931,39.7010762,washington-virginia-vale
burglary,-105.0360924,39.7472671,sloan-lake
larceny,-104.9775385,39.7480841,five-points
all-other-crimes,-104.9684633,39.7400108,cheesman-park
larceny,-105.0160408,39.7556664,jefferson-park
public-disorder,-105.0380673,39.7433189,west-colfax
auto-theft,-105.0943821,39.6264749,marston
burglary,-105.0066413,39.7145719,valverde
larceny,-104.9944963,39.747944,cbd
burglary,-104.7501459,39.775977,gateway-green-valley-ranch
larceny,-104.9656058,39.7673516,cole
aggravated-assault,-105.0440968,39.6795749,harvey-park
public-disorder,-105.0861555,39.6157503,marston
larceny,-104.897946,39.7696879,stapleton
all-other-crimes,-105.0285823,39.6693698,harvey-park
auto-theft,-105.0392281,39.7685248,west-highland
public-disorder,-105.0343932,39.741262,west-colfax
drug-alcohol,-104.9684633,39.7400108,cheesman-park
larceny,-104.897946,39.7696879,stapleton
all-other-crimes,-104.9852114,39.7657644,five-points
public-disorder,-105.0346103,39.7621377,west-highland
public-disorder,-104.9297434,39.7648115,northeast-park-hill
drug-alcohol,-105.0160408,39.7556664,jefferson-park
larceny,-104.9656455,39.7397455,cheesman-park
larceny,-104.8881594,39.7827323,stapleton
public-disorder,-105.0255803,39.7377513,west-colfax
public-disorder,-105.0065664,39.7545399,union-station
public-disorder,-104.8744469,39.6534824,hampden
all-other-crimes,-104.9668728,39.7396797,cheesman-park
public-disorder,-105.0628509,39.6552924,bear-valley
white-collar-crime,-105.0238654,39.7075106,athmar-park
auto-theft,-104.9703235,39.7314896,cheesman-park
all-other-crimes,-105.0367826,39.705764,westwood
sexual-assault,,,hampden-south
public-disorder,-105.0241496,39.71015,athmar-park
larceny,-104.673699,39.8537628,dia
burglary,-104.948235,39.716753,cherry-creek
larceny,-104.9751774,39.7371117,capitol-hill
auto-theft,-104.9356866,39.7733202,northeast-park-hill
public-disorder,-104.940196,39.7615124,north-park-hill
larceny,-104.828023,39.7823441,montbello
all-other-crimes,-104.8344884,39.7950611,montbello
larceny,-105.0544465,39.6795515,harvey-park
